# Field        RA              Dec               RAx           DECx          GAL_LONG             GAL_LAT                USNO     Hari    Hari_dat   ugr     ugr_dat    comment      started   finished   observe   DR1-red   DR1-blue   ESO-red   ESO-blue   DR2-red   DR2-blue  
  vphas_0150   105.882352941   -3.87096774194    07:03:31.76   -03:52:15.5   217.75533456205164   0.9192234678833685     38638    true    20140224   false   ""         ""           true      false      true      false     false      true      false      false     ""        
  vphas_0151   106.844919786   -3.87096774194    07:07:22.78   -03:52:15.5   218.19602719045508   1.7725773424091222     41872    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0152   107.807486631   -3.87096774194    07:11:13.80   -03:52:15.5   218.63809461046372   2.625325728772276      44689    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0153   108.770053476   -3.87096774194    07:15:04.81   -03:52:15.5   219.0817341371377    3.477415748417968      42297    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0154   109.732620321   -3.87096774194    07:18:55.83   -03:52:15.5   219.5271446757361    4.328793725140069      38946    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0155   110.695187166   -3.87096774194    07:22:46.84   -03:52:15.5   219.97452702123658   5.179405092552866      37626    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0156   275.294117647   -3.87096774194    18:21:10.59   -03:52:15.5   26.015186637556816   4.9405803989573265     36923    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0157   276.256684492   -3.87096774194    18:25:01.60   -03:52:15.5   26.461994775938432   4.089748153465876      23988    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0158   277.219251337   -3.87096774194    18:28:52.62   -03:52:15.5   26.906887711579984   3.23816471968176       12529    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0159   278.181818182   -3.87096774194    18:32:43.64   -03:52:15.5   27.35006567832162    2.385884404507928      44366    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0160   279.144385027   -3.87096774194    18:36:34.65   -03:52:15.5   27.79172710464046    1.5329606508615479     69568    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0161   280.106951872   -3.87096774194    18:40:25.67   -03:52:15.5   28.232068912569105   0.6794461296462456     63982    true    20130630   true    20130812   ""           true      true       true      false     false      true      true       true      true      
  vphas_0162   281.069518717   -3.87096774194    18:44:16.68   -03:52:15.5   28.671286814933325   -0.17460717007459603   57604    true    20130630   true    20130812   ""           true      true       true      false     false      true      true       true      true      
  vphas_0163   282.032085561   -3.87096774194    18:48:07.70   -03:52:15.5   29.10957561117749    -1.02914785153218      57470    true    20130630   true    20130812   ""           true      true       true      false     false      true      true       true      true      
  vphas_0164   282.994652406   -3.87096774194    18:51:58.72   -03:52:15.5   29.547129485244177   -1.884125026385043     119858   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
